pathway	description	P37057_1001	P37057_1002	P37057_1003	P37057_1004	P37057_1067	P37057_1068	P37057_1013	P37057_1014	P37057_1015	P37057_1016	P37057_1021	P37057_1022	P37057_1023	P37057_1025	P37057_1026	P37057_1037	P37057_1039	P37057_1050	P37057_1052	P37057_1055	P37057_1057	P37057_1061	P37057_1062	P37057_1065	P37057_1066	P37057_1084	P37057_1018	P37057_1019	P37057_1030	P37057_1031	P37057_1032	P37057_1033	P37057_1034	P37057_1035	P37057_1036	P37057_1038	P37057_1047	P37057_1048	P37057_1049	P37057_1051	P37057_1054	P37057_1056	P37057_1059	P37057_1060	P37057_1063	P37057_1064	P37057_1083
PWY-7013	L-1,2-propanediol degradation	428.8499811630818	0.0	348.1414038181786	0.0	0.0	15.99548735507535	0.0	0.0	0.0	0.0	820.7556358200694	0.0	781.6987841357416	1709.213678509964	2159.0923121736478	23.99262127057109	0.0	0.0	0.0	0.0	0.0	271.6474938731668	689.0336381851811	840.6749386787548	1228.1136419275506	391.43597465967576	321.3709926646448	956.5570911069144	545.6098411787282	405.2232271463536	945.0952764212036	3186.812787667284	3775.313481518652	1030.9849567518825	0.0	0.0	221.2833582179403	0.0	0.0	0.0	0.0	0.0	179.74760202448104	203.69207861584545	251.41027341159955	101.92663168343476	504.5248999896066
PWY-7024	superpathway of the 3-hydroxypropanoate cycle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.50039717819289	0.0	81.22041862220571	118.86820102001884	393.3355815927332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.998633206942035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7046	4-coumarate degradation (anaerobic)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.716875042702943	0.0	0.0	260.62311458888263	58.59374552677565	487.8010672718654	189.71087101567576	382.8985814971208	0.0	0.0	0.0	0.0	0.0	0.0	299.2095149138776	232.12200922612	294.0623862579239	204.18876420319583	343.12221267065024	0.0	0.0	140.643074430905	386.8009797667464	135.7326310950586	108.7624800156671	176.2223645867588	178.06445694428515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.987570195856493	76.97231014613196	56.954459451908015	55.4559449477609	52.82861839822658	88.75334650205366
PWY-7084	nitrifier denitrification	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	473.17071476072886	98.55274492315782	973.7083426914792	311.7054302675334	231.0433729799917	0.0	9.162041325243605	23.80043116723129	0.0	0.0	37.13383135925572	815.9063521593639	107.3114554524051	149.37139310850674	124.84647808481316	436.72451723974217	0.0	38.16497515311705	108.44729386440125	277.99727005222394	116.54511106979548	53.018262358136894	129.0791552010231	179.58469914522053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.60474380623605	22.94732386083759	58.4010896182636	155.1832597281263	105.2906519075449
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	63.612975355576935	0.0	93.75002638921993	9.670487106017193	61.82648403487904	118.01047917248668	301.3450111248583	485.0398867278796	1085.0237532568449	274.92511032270863	2097.9539676864238	312.46551325756315	5310.123115336709	3866.770632208401	3093.6381485687584	278.3032373996975	241.8795415081377	84.42329478513818	310.0708383160043	189.1415800602118	606.6829267909409	1545.6937580505871	1273.136409195758	2879.3471001680277	1777.0625962057147	2361.125001099557	64.21011078898322	314.036505460106	7943.1865587635375	8003.103733674328	9965.935812707616	6347.866418432357	5564.731213160439	5555.555169594516	1005.2088346119244	1053.104078392966	469.399850938485	0.0	142.5590084520034	272.4534064418052	295.38332400043254	242.90535306957625	3689.444195102947	4931.719343334611	2356.576808692812	2729.4562787818195	3485.1543437961263
PWY-7094	fatty acid salvage	9545.35680134278	2952.610853514405	7857.473740507921	33.84060243084997	9347.290797317311	11002.879099686928	13562.289771249429	10701.069222189904	10393.019060706409	9829.860380974533	97381.71671587454	12229.023515336292	77833.39927003368	67925.38525580154	80048.29774185242	16077.76356806913	12663.82563684004	10104.980537548634	11621.004307013032	13976.838106164463	15288.572630117898	47330.49062182856	35872.68599857267	52768.08758247113	37326.9359614363	56457.40147982381	14694.25191608227	39365.57539706973	27211.357495083997	39749.00876951636	21727.280975816644	25558.467595419	27431.896979844438	24474.150101136984	16986.635915932337	24374.163468605413	16134.976091461644	15.599610093299104	4843.71771422097	13251.516784545222	9690.166470708991	9426.471718073268	31062.34589631699	31082.613477133385	30014.61506392546	41188.413924070366	51036.58132745975
PWY-7097	vanillin and vanillate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3289.8284069615397	290.68630163647856	3554.329254385621	1510.8304706028844	2226.455988591963	14.148341401814852	0.0	0.0	0.0	0.0	0.0	819.4662109442396	636.8010635282445	761.9245814832899	849.3191908841072	785.0339663368533	83.25851799559914	644.6736468232149	273.42325841666803	706.0634573706378	266.7912570141924	392.1080980977766	367.00504453068646	303.4537745759894	0.0	0.0	40.05837617399142	0.0	0.0	0.0	0.0	2.461475208106386	121.99940480900284	106.42437051041009	66.23684395365393	152.58594597620677	196.518177980613
PWY-7098	vanillin and vanillate degradation II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3533.38680598662	300.4590341605632	3852.342584508113	1632.8507128139995	2359.6500547701216	15.209046000681358	0.0	0.0	0.0	0.0	0.0	893.4936878520464	696.187227524253	836.5699054914219	926.846554608072	856.9103351693503	93.57360773553673	722.7164086560464	291.6158878019742	748.8224263962898	286.23344422817223	417.1386981080721	393.3733252496501	330.03918335727764	0.0	0.0	44.81485023938397	0.0	0.0	0.0	0.0	2.6340819543934373	135.88600705628454	119.09981123702528	74.39737330234576	171.24171177417452	220.51505150016487
PWY-7111	pyruvate fermentation to isobutanol (engineered)	42112.72694915378	13434.73761817196	43625.42299101571	119.81082501313716	51024.33484283	37326.63765357861	26042.338218675774	27702.82779680985	31210.080359867585	21824.43273377582	119742.58083417278	17697.897316874027	117157.48635449773	88535.33207105543	100908.10789195144	42576.80992886479	35872.00185043453	22648.93615646221	45294.20534204334	39113.494374597525	61269.32259278838	97171.24263897636	72858.79682835074	91466.97758967947	68380.55032210985	121400.33757231369	16277.41380141035	40785.406833612935	50731.46497155073	77196.09844042838	46086.60646594808	55592.734670569545	66245.20009802781	60429.5664228426	35100.26195922946	42032.34007947378	33408.932292788784	134.43396226415095	22396.78747022176	45858.50169162617	42565.77995807094	41984.79074180252	58797.53699403147	63475.68920820175	52183.97185402369	67372.87539228317	83270.57499088335
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.55821584051054	159.02165038743524	0.0	3131.9602097098123	391.6803349928617	2178.554702457302	923.2851923532309	2749.9209025840114	0.0	0.0	0.0	0.0	59.10239018324043	17.960225511472203	655.8340356633003	829.5923441838831	411.2406859977358	1012.045586431669	958.7849480370916	31.058454255692396	442.9487678820629	756.3651800096188	1680.6800932049562	739.8822973705417	1093.2002063165585	869.2813725701427	1257.3400390232282	8.978505715669892	0.0	0.0	0.0	0.0	21.68744540791973	0.0	0.0	246.2003355225505	139.22917328570384	173.96905564629128	177.3195225832428	302.72195459330214
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	27310.59228187965	8512.041850086523	30414.62881465147	69.45179977167508	34138.286318227896	24993.306351192005	21668.056972745544	19359.670720859143	26090.696262205893	18182.77126301668	67989.21090603278	11469.884297809884	63492.63654698663	51088.10762258387	61592.47471818655	30442.04587306361	28813.51134779506	16548.78212407095	30591.096156761843	27342.450946715675	38572.62553785838	53179.01097168642	41991.12438159397	48464.72504755937	38615.52330944023	69620.18119493786	7930.576246938316	20025.68886127637	28428.20821510305	37077.53571764296	27494.845139945595	28216.26692574459	37546.250693171285	33037.67157666955	23582.903407772126	27098.52113439253	19825.6207123777	81.66651210262607	14773.87098029336	31388.29035577208	28155.873120513268	27563.43289508048	36277.47076467222	38463.26470129267	30723.75464593292	39723.51268397675	47570.95365819973
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	21367.624816779942	6115.127431422873	24185.19651634194	69.73497682552825	26900.080585886568	19055.94377162085	16213.29718871884	16018.323214552698	19592.907258804127	13023.046965806516	46349.80328205188	7433.380040030489	37667.80124192464	29471.73317194066	39038.82515261191	23531.332520475447	22127.07968200163	12617.057634809344	24322.830677359765	21251.14808662327	29490.234126158317	39862.66676275598	33129.36165414073	33669.21231610025	28874.513820865697	55126.57399887802	5977.767190123762	12037.161952132166	25245.707660517863	32602.42460854561	23662.31579266013	26942.90855908271	33152.89608243875	28844.051819062155	21114.14405760893	23802.351575736244	16434.407563479705	55.16134198435721	12263.784382786223	26003.47737901903	22966.173271675318	22469.322275958857	29775.625938893227	31953.89490388432	24155.28943747716	31349.28225912342	37868.18956790993
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	6812.178221279588	1704.2718758642968	5209.995075452424	105.65948340250038	8703.881165143413	8564.069909056467	11192.29298308472	12050.601915341773	14825.200834211462	8317.76019026303	65483.02746891102	10034.632832944668	52483.9383014929	49865.438436127006	53747.31937410796	8808.21258736967	6845.27510060737	3622.870167510231	8129.710636471985	6539.552513679116	16139.99665420851	48564.52602612679	40853.68916417792	55884.60594097985	41635.038277439766	75240.24667244745	1150.373525227838	6925.01490595911	36540.21221632133	50691.81346165969	34731.04461686903	37597.561604528346	43558.63444821891	39592.74097654879	15085.56727192874	17321.00860030142	8424.902115923198	28.78878902546906	4951.025377537761	13710.951098054102	7436.025708006759	8294.650925060729	42043.91391431855	45320.725675773	32561.82129614991	39704.62669494814	49644.70966903349
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	35899.38718465138	11526.682579699554	37679.40069870023	87.31439665909592	43867.11705515003	31858.380777723272	22230.928947634755	22527.67435851086	26749.53629344198	18645.7827967337	70705.27039749172	11559.292729284252	60132.52844453008	52864.95486497744	59351.71345464175	35047.566867275134	30932.592819084213	18311.10460907397	36559.3336032239	33153.785582981225	52077.30842412511	67504.04492575557	52112.090361031565	58806.797897871256	46850.92020131495	89846.2704322161	6788.508634115598	16914.181500637696	31892.298564377445	45993.355684659466	29309.39121960556	30814.088661103306	37655.03200483487	34139.902040404224	26174.899151726637	31748.255649209463	25311.316910541555	117.723991507431	18527.8397710549	37453.89517607531	35466.41105809775	35811.202934948546	42733.03513628892	44873.48282430104	35772.562126399454	45408.76790482703	54789.03548844654
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	14041.334317671508	5501.2183489022655	16273.944103490232	0.0	18628.85571449898	13358.50712944418	146.2938662065008	256.58984798112795	794.4844460787397	379.2981326123208	621.3092573647174	0.0	527.6765194111459	661.8693448920702	441.0949660837269	4927.5665915406325	3390.530096266553	1409.4537257568766	5176.5273937139145	6435.252087930476	11810.696502656252	4770.035211208295	4200.565148413597	980.2955150493324	1693.9076551584192	7353.931594258915	73.01747917068748	10.496055186576497	10030.244503468552	22751.21144670624	2642.855878368652	4340.934503613507	2654.1223291349893	1982.885573913483	882.5358074689724	771.7968378637288	566.0743598882663	0.0	1852.764305050904	3674.744120395091	6456.601228171073	6634.324002213976	247.30571168661564	271.6434146850822	108.23107355181112	237.00111543426067	489.9227381035744
PWY-7199	pyrimidine deoxyribonucleosides salvage	1896.9715678069283	547.6424397673923	1709.6145617846153	67.07146897982275	2637.550998890088	2702.283878078015	4611.306672401699	6019.649254311714	6325.329052875073	3663.7286267282593	49316.356144091216	7720.687672679411	44404.980256744166	37009.067178113786	41140.261374481	3184.401864720168	2329.5943866939047	1300.5813123217404	3356.017878030418	2297.430822795708	6142.364701041888	21924.59607287176	20040.480809419983	29953.75177943945	21746.19208298041	35584.17023670426	469.6621072421914	3180.6034980429777	23473.45615649517	28754.329273632527	23829.66519078326	26153.53810589254	30970.78904692814	27223.841342362128	6126.238125126062	8160.369471504423	3030.7444870573872	10.351039260969978	1831.082496567776	5711.786756349571	2927.429835889673	3355.279764776038	24926.1571419696	27209.01205593944	19723.63160331281	24319.2503353305	30255.434478734474
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	3447.264155419806	991.1032571292952	3086.464163007471	77.0341287808225	4687.9915782223325	4957.10448068065	8147.252197765471	10002.063119907174	10718.417358900097	6491.730829771069	59358.86257181152	9469.16151416998	51982.80357670739	44481.23560780331	50060.87485919038	5955.9248175920775	4387.381702681629	2232.5255299380474	5711.322026835493	4108.051574778151	11368.476579654684	35181.418938678675	30207.925550390068	40651.33555089363	30633.933705569245	53830.1113425031	978.0293990279604	5778.505566490816	26482.49329612941	33447.845506176855	25803.80307590022	28071.098093234294	33860.0216376019	30128.061116743906	10141.48097753098	13629.602874920509	5950.223989299653	21.589423496626285	3331.457156404984	10176.409108207636	5189.237456278661	5943.972176520732	32381.395235255717	34706.256926830574	25980.21236901497	32235.645581256256	39907.98641041008
PWY-7208	superpathway of pyrimidine nucleobases salvage	41058.91522460281	12995.843738505264	42675.962205927935	134.9811320754717	49865.78564385864	36528.10172935647	25936.44822001021	26786.040134683757	31075.33844451944	21908.978875834724	90142.17619278954	14605.372242003192	77435.49871687646	67379.93442723963	75224.95667851683	40732.209583345786	34873.96964240308	21037.909135756025	41749.0503641054	38091.59863748914	60128.58706673151	81564.67711336428	64343.86647544937	69564.02941300672	57154.07426645663	109314.4526982874	9570.524344639918	23771.11634936852	45571.95871620051	63642.84757488223	41844.26503326527	48311.00312815603	54722.5122506464	49551.16364037327	32028.37952045829	38797.53457186205	30390.103302833548	136.2820823244552	21223.029870139235	43497.61497926625	40469.63406516635	40820.3865466105	55738.89336077885	59467.46428790213	46127.81001684167	58323.52638471766	71178.45741875815
PWY-7209	superpathway of pyrimidine ribonucleosides degradation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.38269622717712	179.0545455560168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.971804409427307	47.4445656864201	27.47283672946589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	17936.8509433427	6984.454757267413	20323.84025841639	0.0	23543.62086576345	17021.164230689184	208.4928951959899	365.05030380433305	1123.812862031509	538.0004971522189	885.4609782972971	0.0	751.6832964967931	942.345416374428	628.7130900637043	6739.430201337552	4673.138387418297	1962.985562864952	7067.998675206834	8652.034595351719	16082.82842175854	6715.765732349123	5894.734404110041	1394.8804235617845	2399.1941206363854	10333.424774658226	103.91876549687876	14.991186810680857	13011.734630562656	28587.42510111104	3657.0856173619263	5955.169543133695	3710.132586079817	2783.7360358379347	1245.0021717581178	1092.937981202085	804.322936256152	0.0	2560.2716184896217	5082.316855284952	8700.169981511637	8966.436674056344	352.74598080167914	387.4257288960201	154.50077529452105	338.1279542199834	698.3283348655668
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	22440.303462996977	8082.164153849231	27003.278542602897	45.66686503408878	28942.94942934784	20951.81816526138	22155.46258010653	17615.89661331075	25574.52037325423	18462.86035459969	71755.2754830415	11553.020276216192	64920.587458760805	52619.96872427138	61869.52836301902	30654.31542684345	29125.078886579544	16980.424285925088	30935.42578240597	27248.283625421944	37233.65778073749	52218.42073213326	37349.6789658103	47791.04334124878	37805.943338471305	64404.39057404348	8083.061476675333	20265.14807535708	23846.586248442032	35788.51888832551	20544.495207913045	23606.936330671837	35856.27150795053	27683.802677886924	22210.087712130586	23086.701279623376	19510.314024004198	88.2392271600033	14657.366749361412	31611.1596926945	27687.40344015338	27521.36734399236	33652.610387707	35323.37183647982	31143.394823331702	40388.75972281803	48639.054798885634
PWY-7219	adenosine ribonucleotides de novo biosynthesis	42537.83071357448	13439.029066940871	44189.33381416851	131.4	51783.85335261077	37787.94046532047	26972.00697497364	27269.368348571446	33580.351966407936	22649.554737709404	88268.44578738588	14630.78519371555	77426.08311875103	65216.08269182338	73352.71048406916	42425.59711975765	37382.22784772037	21953.966921422325	43877.740096717134	39575.92343657668	63059.97033829711	84335.62374166673	66910.89876251906	72231.55932911347	58859.218449008215	113861.05094568065	8579.446020682886	22409.86365233524	46254.75208909438	65946.62413862912	41855.85762702453	47861.77485143612	53292.494259606254	49046.80072969046	32821.19847780033	39603.92246417744	31823.13134519702	142.85061655990802	22270.19733835138	46026.0224936785	42498.82130958269	42901.33082793919	56141.48156581074	60009.59489583666	46835.83804638161	59069.42132519227	72214.4356048417
PWY-722	nicotinate degradation I	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.051643817383203	0.0	0.0	887.3872532762838	262.1843560636791	1052.048243989988	834.6975480526688	752.3129744216445	0.0	0.0	0.0	0.0	0.0	0.0	441.64081308264224	297.530175138527	379.6038843820947	439.3640825187762	918.5379540549084	445.5482264313704	3336.999651802603	129.1611032456766	524.3655051838292	121.75943885235122	82.57552910617311	155.85926537652537	70.8310905540026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.29643714747114	109.09287985439808	86.38455915779775	136.1819277584405	209.0515195025546
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	32115.25541621585	10694.251584800077	34934.337154356326	86.21936056838365	40298.88787474364	30848.841049093568	24096.363784910227	21437.169463603062	29754.35036559475	20410.288309941	83895.68026202121	13706.141933406792	73467.90440497632	64335.531726738365	72349.23135383776	36095.11022271391	33076.37460129548	19198.92202618048	36249.33259790408	32505.302565276063	51977.79378239607	72429.30596438046	55785.15558316738	65025.22433344361	51435.29496935508	95103.73352286288	8443.530511670599	21630.225467559947	34175.48436820159	49940.23430267197	31481.907831781176	32859.09483556565	43059.20957265844	38275.4413419662	25634.51320664035	29554.568079191493	25607.021258998742	114.3931623931624	16463.22944670771	36215.57590145923	32161.594691372306	32288.85069144216	45692.422812048	48115.90373925277	39171.325163990296	50218.14503805916	60035.21853156522
PWY-7221	guanosine ribonucleotides de novo biosynthesis	37421.86223510935	11845.489894859558	39861.816271805495	110.7086092715232	45895.54172442196	33093.4457573804	23786.26101394618	24648.716160081185	29592.270089426023	19696.16327865912	86731.61090617564	13599.70863124887	73686.02696270724	62361.32683611358	71955.21001797741	36940.07338438655	32552.3691811622	19283.486261142843	38796.38137824704	34728.63899116567	54774.26581448888	71452.57511608893	57040.37644765352	64124.76820263587	50847.78678754655	96869.74093481968	7103.296377292632	18206.170252120104	40170.22101317438	55464.95697466258	38035.29746712696	43343.60888619359	52857.93001020816	45721.7365301298	29588.187604904066	34127.64300170593	26781.17733156265	123.65934661680129	19786.64875331405	40992.52915944766	37590.2062065908	37875.0341868472	48464.30253858763	51601.04378435503	40810.84182690449	51557.2463284662	63140.93276977807
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	32115.25541621585	10694.251584800077	34934.337154356326	86.21936056838365	40298.88787474364	30848.841049093568	24096.363784910227	21437.169463603062	29754.35036559475	20410.288309941	83895.68026202121	13706.141933406792	73467.90440497632	64335.531726738365	72349.23135383776	36095.11022271391	33076.37460129548	19198.92202618048	36249.33259790408	32505.302565276063	51977.79378239607	72429.30596438046	55785.15558316738	65025.22433344361	51435.29496935508	95103.73352286288	8443.530511670599	21630.225467559947	34175.48436820159	49940.23430267197	31481.907831781176	32859.09483556565	43059.20957265844	38275.4413419662	25634.51320664035	29554.568079191493	25607.021258998742	114.3931623931624	16463.22944670771	36215.57590145923	32161.594691372306	32288.85069144216	45692.422812048	48115.90373925277	39171.325163990296	50218.14503805916	60035.21853156522
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	36719.482502300176	11685.941377712405	38620.18756865882	97.09769505105456	44889.01130688786	32520.195631997674	24144.976041295267	23848.97465895926	29967.716166844915	20195.513173183797	87656.95943547202	13901.167729848015	75014.99945301318	64833.7925443026	73993.13995472126	36823.6255893454	33101.43958284205	19408.511616985565	37986.9918245208	34120.96230821846	53818.19250300316	72577.63494913299	56804.04730438288	65512.30962354016	51682.06442577229	96930.67918445123	7805.093146643295	20089.194297529823	37383.81900553389	53223.241307114935	34838.99761108577	37602.259166583535	48548.46969898174	41905.60726627605	27831.348466924464	32659.205152920284	26265.15956307684	122.24109533006435	19307.8611638754	39310.60674700471	36774.70147289785	36971.37605477953	47324.91762241177	50292.9582732678	40223.84389241877	51215.12024166177	61962.48724906468
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	38780.42329319779	12464.910415637249	40884.916908749256	113.6062207450788	47650.658338597226	35245.17637805772	26313.045494554968	25113.238381035637	32753.238059335057	22200.520783506105	89635.28253898094	14683.249245186991	78502.8795616493	67237.7820715443	75766.4271131258	40327.17279988859	36284.18036044751	21141.08498821061	41026.87858825176	36963.5070045562	58885.13247837369	81152.61029777584	63647.08600439683	70982.51614203789	57184.18221737698	108321.13013243576	8830.972717051585	22950.355331042472	42051.68391329437	60477.68608897426	38316.6128100677	42546.3533760868	50712.3430974874	45776.41106709623	29986.339192273244	35700.21346584185	29523.184460569548	132.45602855350668	20148.038261829184	42295.93063626957	38733.73914350501	39037.16728281726	53035.19139060159	56397.46464434439	44982.87251057466	57112.82301135972	69269.44040806267
PWY-7234	inosine-5'-phosphate biosynthesis III	6294.119614317603	1400.4655999905592	7289.922853833762	11.189651033004166	6811.898129502988	7088.45792755216	14573.008067940178	8354.346237087158	8845.606060410617	13504.56567925042	61689.02495426723	9878.928609912711	54599.27556220829	47304.98423466374	54623.97389170416	18812.147191417083	10965.119654040976	11922.212096203291	18585.9246947424	16215.286305283464	12753.030692236069	34730.25780185386	22790.915781786785	33931.56374418902	23429.28638901647	35210.06858618349	6812.006359467841	17086.024955022724	16412.49067032544	24749.512967229228	14334.040059749392	16224.176763702166	26621.13030966515	19216.075966149645	9670.47192531754	12053.759851890312	9290.25501436046	34.9540492399168	6498.14413820159	14841.84914470274	13635.18782025959	12006.698480854891	20618.221083398348	22866.6132711616	21839.473272773303	29015.824482878044	34904.63169035099
PWY-7237	myo-, chiro- and scillo-inositol degradation	201.0	0.0	301.0	0.0	6.0	24.0	79.5	106.5	199.5	83.5	5691.34	1008.0	11382.6	9450.66	8977.79	169.5	70.0	13.023255813953488	91.26470588235294	64.5	134.7926657263752	2597.0	1479.2500000000002	2347.55	1700.5000000000002	2377.0	6055.75	14519.49	3023.34	6378.05	2771.79	3104.6700000000005	3997.76	3894.53	479.5	533.3299999999999	279.16	1.5	47.0	118.0	112.92929292929291	176.0	1096.0	1849.17	557.5	745.5	1350.17
PWY-7242	D-fructuronate degradation	542.250918707416	33.77729364825445	522.1990970337301	8.72805446076675	402.03971572882654	460.0263010378203	368.1353743204714	537.2185710409216	805.2493354749047	311.3859279932679	16252.855011531468	2432.303683133227	25607.39894026812	16263.587192900392	22968.522907810977	627.5388586076405	322.98168653726844	68.37577479478475	312.9059493559312	426.3661558135378	568.8266731038252	8708.504913647863	6188.044562726327	10551.718940357136	7886.178091754933	8237.843372963993	311.8351259007195	3518.590808423398	11940.840090045062	13640.140758496478	16255.68356920134	13312.890604999886	23301.44208059889	17624.990210185282	933.6178286183164	1404.3871938737675	609.5481112569249	0.0	194.4144382855988	636.0509105500342	327.452912418274	598.0763763858632	9310.845460100438	14326.671517579412	6839.901978835552	8721.029955635795	10814.68771244208
PWY-7254	TCA cycle VII (acetate-producers)	516.6998495319601	22.160096882204627	1190.36868684446	45.30936308339325	191.3094735079628	3234.211246290635	2173.253282019892	1238.584410157304	11755.131118726982	1113.6562126587496	27723.831936499933	3383.341623336928	22459.19828314685	25101.867336225805	31824.37700759288	887.0812036997111	14106.316492283722	89.72658943101128	160.92408049979016	252.4123306956628	282.6369015606239	6855.544806060135	6212.52882929386	10144.08746644056	7771.885845370467	8845.009276488892	11090.390310535437	27373.57144272525	9690.288705262272	9044.18809529543	9844.106696035416	15152.222410653338	12225.529513217043	11336.351308857878	518.7802924199985	224.18630958035092	7284.160955111221	15.34065767202696	376.79085450428335	273.84347078737886	102.09467099553908	1608.721654840437	8885.022309003896	10077.170763783088	7592.714366831694	9029.857722203158	13579.454839864344
PWY-7255	ergothioneine biosynthesis I (bacteria)	84.18749213737958	0.0	180.4365139691346	0.0	0.0	7.9759637988576	30.51151668787403	15.863830409927417	33.432868895741734	3.987829522986017	5890.143257270574	497.0450810654786	3276.5956700401216	6091.745835503503	6851.393203065241	18.83703578062493	14.891207180928612	17.60946193468653	13.760826060965876	9.90365683873714	11.951615580690548	1322.3953154061044	1583.0568480795189	2016.8392235734743	1105.730867688788	1291.7059920009085	35.90357986060503	1097.3483808996957	1487.8107200188842	2214.3112340186126	1244.203649302379	2240.065840266672	1516.0538306497142	2048.883118318361	54.70044810789864	71.22089163710727	62.7447378288453	0.0	10.890596386254806	40.165109065433775	0.0	12.851625131780493	796.5123217264486	798.9591793923222	1050.1601228357138	1284.832273616973	1774.4055211309924
PWY-7274	D-cycloserine biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.714174971417405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	608.4573088212179	190.72614727787345	1199.548301092152	0.0	893.5006736941563	464.8456876355005	13.61955519553775	33.58761427307579	84.53331348279073	57.67716401151459	21.403133496577063	7.332231648757462	7.559777967703038	78.28691315239645	54.214753145398056	326.04148232335143	268.76515494375207	119.03292562328492	380.5681568877997	281.51263373023744	1097.671964802871	835.0535392155109	562.1464644107671	141.78266204903056	201.3274055263124	1145.4049080953057	0.0	0.0	23.32967263298069	14.665618394014242	23.462663233971277	22.66343164850173	13.998917429234671	15.998477124506495	48.14228911374771	79.47077075808507	62.15066186633471	0.0	249.39512909459972	337.7025262219578	379.203574048016	544.2786897236128	68.02533245889963	39.4208520444155	22.8538905856599	40.619231147075055	75.00095451174136
PWY-7295	L-arabinose degradation IV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.862736266082855	0.0	0.0	985.1849923716616	328.70387822324625	1196.7763096491856	1192.7325866176147	819.4481808177854	0.0	0.0	0.0	0.0	0.0	0.0	2121.229880342453	503.3914902285973	732.8147465553277	925.4426623356488	1681.3146155666736	307.4709463853451	1613.840987791062	223.8207753480017	142.78698067013406	116.76250056525907	97.042238205512	164.1394973412654	61.89636572906132	13.958863158678945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	793.9338107731397	1221.0725279962182	2170.782924956146	3054.003736770291	4291.429588485472
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	234.00443280846335	14.792382124495704	180.05175702481137	0.0	137.826411607219	806.4837277870997	29.18320607532792	43.36433784025257	164.65713166990557	79.65325478632012	585.7895418978095	156.44556690028074	2286.2641455167627	1554.3709266209976	1843.2110648271064	72.53819388044505	41.3757250336612	35.97120903819281	133.41009796301896	53.96610792453211	86.34092177092465	211.4730987839219	488.6312317829387	648.6194343010441	458.9600258481587	590.8684617119064	2731.57343930549	5675.086311059882	437.1017712472473	417.18967260982055	495.9044226427201	464.8255743163003	2008.9314017808133	811.8865685399494	235.09377866190724	92.8894885262293	248.1192136901551	0.0	35.973222810020296	83.32872938558316	68.1500121376588	99.2967649028501	981.8492978721572	956.5189410839744	190.76752280230585	271.36177793244383	490.7089938544984
