seqid	P25307_1001_S1	P25307_1002_S2	P25307_1003_S3	P25307_1004_S4	P25307_1005_S5	P25307_1006_S6	P25307_1007_S7	P25307_1008_S8	P25307_1009_S9	P25307_1010_S10	P25307_1013_S13	P25307_1014_S14	P25307_1015_S15	P25307_1016_S16	P25307_1017_S17	P25307_1018_S18	P25307_1021_S21	P25307_1064_S64	P25307_1065_S65	P30414_1055_S55	P30414_1056_S56	P30414_1057_S57	P30414_1058_S58	P30414_1059_S59	P30414_1060_S60	P30414_1061_S61	P30414_1062_S62	P30414_1063_S63	P30414_1064_S64	P30414_1065_S65	P30414_1066_S66	P30414_1067_S67	P30414_1068_S68	P30414_1069_S69	P30414_1070_S70	P30414_1071_S71	P30414_1072_S72	P30414_1073_S73	P30414_1074_S74	P30414_1075_S75	P30414_1076_S76	P30414_1077_S77	P30414_1078_S78	P30414_1079_S79	P30414_1080_S80
8728fa01b0594b1d85572be82969932a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	18	16	0	15	0
cac74bcfba460f4b2544d9bfacc08a43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
158eff08aa100e0a4a7bd416be0aaa83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	44	0	0	0	9	0	0	0	0	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2da77437a786d8922346d5d6c7aaabbe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	22	28	0	0	0	0	0	0	0	0	9	9	4	0	0	0	0	0	0	0	7	0	0	6	6	4	4	9
d06a842364a01f1a6d561a45426b1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	21	21	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	21	10	17	9
29460d2e40a24577fec6ad6d31760a91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	15	11	0	0	0	0	0	0	0	5	22	0	3	0	0	0	0	0	0	0	36	0	0	19	7	0	4	4
84cb3d21cef126a5d997e9d5338dfe2f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	8	0	0	0	0	0	0	10	16	10	8	2	0	0	0	0	0	7	38	0	0	4	18	7	9	0
3649235ecd28af798652e665d86ca05d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	12	0	0	0	0	0	0	0	24	84	15	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
0f3a0a5cda5f6ad99ec665130005e55b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	31	17	18	0	0	0	0	0	0	6	65	0	0	0	0	0	0	0
2c2e702cd999371028dc580d18262499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
353ef6bcaa794f089946531d07d884be	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	70	21	12	0	0	0	0	0	0	15	34	0	2	0	0	0	0	0
657f568aec9ec484d4b2487817686fd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	10	10	0	0	0	0	0	0	0	0	12	4	10	0	0	0	0	0	0	7	50	0	0	13	9	0	7	8
97c15b72c56c33f588ea9403889861b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	38	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ae10529ed639201ec2479cb6c07351db	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	13	3	0	0	0	0	0	0	0	6	55	14	8	0	0	0	0	0	0	0	0	0	0	5	9	5	4	0
56d5f2a3baafbdb9bf787ae27dc3437b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	6	0	0	0	0	0	0	6	54	20	11	0	0	0	0	0	0	0	39	0	0	6	0	0	0	0
9e0287ca7f8a7c062234ab661fa2e494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48462328dafdbd3d259a9e11e071d239	0	11	61	0	0	61	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36d8a522365bf58a903e3273583bf5cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07c3160551922faa7be5740ea3adc189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
abd9c1835dbedbef1bf3d377b07636c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	56	21	13	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
4a4b6a28c8e0621bc531643835b665b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	34	22	15	0	0	0	0	0	0	16	32	0	0	0	8	0	0	0
2196f9402f7fe3602c103302eb1b2544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1b6706ee5161a35172823db94cd9c448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	8	0	0	0	0	0	0	0	47	0	0	15	32	12	11	11
229765102b051778a43a9d8658c53b91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	15	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	7	8	7	0	0
5c51837b65683c13f9b32ae4c877e6a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	9	0	0	0	0	0	0	0	14	31	7	13	0	0	0	0	0	0	0	25	0	0	9	4	4	8	6
e052ba67190ecb6b70b951c6ee2074aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	11	0	0	0	0	0	0	0	2	30	9	9	0	0	0	0	0	0	6	30	0	0	0	13	7	13	5
cf898120fcfddc1fd089a23974893bad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	16	49	0	0	0	0	0	0	0	0	16	47	0	0	0	18	0	0	0
a897f6a56858285b6a9c144860fd5ff8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	8	14	0	0	0	0	20	0	0	15	41	11	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
3d720ddac554613092c15729e7b6699f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	76	18	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
6cfa2959a708c41e89d467fea039b2fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	11	11
9574808941aa5ec4502f5a183d4e7d3c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	38	0	0	7	9	0	3	5
6dbb9221339f225781d530b8ba90c21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12fcfad736d9e4ce3510e6b5b8aad0f9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	46	0	17	0	0	0	0	0	0	16	48	0	7	0	0	0	0	0
c348586b2270904fa9d28db431c6d32b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6339ff97df4f84edb4a469be6eb4e63a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9fe3cf63b5519ca258ca16b0bc316679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	16	13	0	0	0	0	0	0	0	0	18	6	3	0	0	0	0	0	0	3	16	0	0	10	10	0	5	7
1517fa0aeaf5c2187350aa067db7241b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	9	13	0	0	0	0	0	0	0	11	25	10	3	0	0	0	0	0	0	0	6	0	0	6	3	8	3	0
6f9b5ea227975d91609c0da5b04ef3b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	21	66	13	11	0	0	0	0	0	0	0	19	0	0	5	0	0	4	2
e801b9aaa06e69b90de05542163b0a2a	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	28	22	8	22	12
ada740fda0da782fb8a480bcd488efc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8563ac839ae8e1dbbe91ebd7e7920ce6	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a093f2e9e0bc5c9036f4f2e9792c517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	5	31	0	0	10	20	5	0	10
1eb6cb59ab63372d99680f6988521117	0	0	0	0	0	0	0	0	0	0	0	0	0	99	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e7996e407d39ce64dec953f79d94f71d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
d591f3f6cf65a3976d59282edb553435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	39	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cb4a3a97f2269e1d165165107da9e314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12	13	0	0	0	0	0	0	0	0	13	8	6	0	0	0	0	0	0	10	47	0	0	0	4	0	0	0
d40cc901ad3aea4b5032f2a8aa0e0a58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	39	59	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f089e9304e65d7642cf0b094d3c78424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	0	4	0	0	0	0	0	0	10	17	4	3	0	0	0	0	0	0	8	57	0	0	5	8	3	0	7
e5618f033fc8dfdfd5bc38b4b76a8268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	36	19	13	0	0	0	0	0	0	7	51	0	5	0	0	0	0	0
6248199cd8050ea7345dabf50fc62340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	7	0	0	0	8	0	0	0	0
fba512e5877b56a005a17df7cefa260b	18	0	0	15	0	0	39	0	0	0	0	0	0	35	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3d7915e36edb595f0cf2d91dafbcf396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7803b2dbe9bc8656327ea237daa7b8fc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	6	0	0	0	0	0	0	0	11	32	12	6	0	0	0	0	0	0	6	22	0	0	3	6	3	0	6
0fb16e8ec63b21d4b077adc976aa0834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	58	10	5	0	0	0	0	0	0	6	23	0	0	0	0	0	0	0
bedf069ff25f7845e498cd8eaecbb799	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72cf3669d6fd8b15019fe07fee480fd9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	12
54a30aef4bfda657179495c1b7afc599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0	0	0	8	15	10	8	47	0	0	0	0	0	4	16	0	0	2	4	7	7	0
b0faf6620998f49a4b5f0ed592a3d8db	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	57	23	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
205eb184dde6ef59b1090cb0df94a049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	17	106	0	0	0	0	0	0	0
c3d4cde1fefab50869535171600db4ac	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8edcaa197c1c9798f02a54dfee2d497a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	32	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f2fdb4b47f6bbda1f43f5b06bfba599c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12	10	0	0	0	0	0	0	0	6	42	0	0	0	0	0	0	0	0	5	9	0	0	3	4	8	4	3
66718c893782c5279ed10cdf0c97ed76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	13	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	6	27	0	0	8	0	5	5	7
ef71401c2b757419e8d63b2c0da42c30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	23	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0
3b0283ce181261d779ef0553c77d0dff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	16	13	0	0	0	0	0	0	0	23	30	10	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
b0ee56195378edcd2a0a4377906fe9bb	19	0	0	0	0	0	0	0	0	0	0	0	0	0	70	17	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f463e76330bfa378e299841e4e85ff64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	8	18	0	0	0	0	0	0	0	7	25	16	7	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
533227a64409b73c11e94819d551efc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dc9b2a0077ee57c459c28ad71300aaa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	48	14	16	0	0	0	0	0	0	5	28	0	0	4	0	0	3	6
d4309b43b95c6310e763fc792effa57c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	10	13	0	0	0	0	0	0	0	6	16	12	0	0	0	0	0	0	0	0	3	0	0	10	7	4	4	11
1871e7b713fb0172a0cdadc38a7686a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	6	5	0	0	0	0	0	0	12	13	0	2	0	0	0	0	0	0	11	28	0	3	5	6	4	10	5
ae813af1c8004e0dcb6a827ceb0c7a1d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
deb8af93f078840daa4260c912d3447a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0
b497ffb7c8642462bb1db9235210e261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	24	39	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4d4093e2fc1402de5b4614d2fd6ea06f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	24	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f329235040e036f1e4179b450f199947	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f2dded8f4ae175413f0a8670a3f648a	0	0	31	0	0	3	0	0	0	0	0	0	0	0	0	0	20	11	11	0	0	0	0	0	0	0	15	24	9	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
38e3997bba02ba6714300530a65a8c7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d78fc89dc2bd8ee8d490e63ec1b48c1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	54	0	0	11	10	0	10	7
b72f531b7d4ed2deb1684c2049c719c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f93c9e346e1dff9247a0bfc64923c87a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	12	0	0	0	0	0	0	0	0	6	12	13	6	0	0	0	0	0	0	7	21	0	0	5	4	3	3	0
bd3947941b4d24ac67bf283edf970cba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	12	8	0	0	0	0	0	0	3	12	6	0	0	0	0	0	0	0	0	0	0	0	8	6	0	5	6
b3af607574fb702d61dc36a7ec2206d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bdf177d28deadc173ea71b5d6260bbc9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	13	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	10	54	0	0	0	0	0	4	7
0efc8ffecd51bc8686d74eb60c14c681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	14	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	13	13	13	13	16
f9a1bf2560266ad6ce5258b85ffed031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	24	0	0	0	0	0	0	0	0	0	6	0	0	5	16	33	18	11
285107a2847f74b61af378effb641289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	36	32	17	15	15
6af5b2748a6afc092604e6a5a2128c23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	43	18	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
811b47e3d26c0d527cfbf132552b7558	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	13	12	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	6	0	0	11	10	8	6	8
be5f7561425c2fdf15e1347047e3a7ba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
86e7d43f3b3861d173074032ba93c08f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0	0	0	6	11	2	7	0	0	0	0	0	0	8	36	0	0	5	9	5	8	3
8b62ce4d97db4992a3430e6854edd962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	11	0	0	0	0	0	0	0	0	11	38	0	0	0	0	0	0	0	0	11	25	0	0	0	0	0	0	0
ef17cb9db45e22cea444f834ccc4769a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	5	0	0	0	0	0	0	0	12	43	13	9	0	0	0	0	0	0	2	6	0	0	0	0	0	4	0
dc743a215e4befa972020c3930da621f	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a7707033a26c6f53058b2894cf498cfc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	17	9	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	10	0	0	10	7	0	7	4
603a82ad42f2fb661e82ff5109f54994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	13	30	0	0	0	0	0	0	0
4a56457f29eadfe908b2f9c1d8cabc7f	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c4440f1d1fcf391594d06ee343ff6784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	8	0	0
e707ffa7e10175f8d61522b16db2c533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	13	0	0	0	0	0	0	0	0	3	25	5	10	0	0	0	0	0	0	3	16	0	0	3	4	4	8	0
f3b8fd06ef177d4b19323e0d0e6e66e0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	10	6
8f5ef6623b7ae975e3dfca6661f294e4	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2a05dea7cbbfc1b24e85ecc1b95e1dd0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	8	6	0	0	0	0	0	0	0	6	22	6	0	0	0	0	0	0	0	5	19	0	0	4	9	0	0	0
97b0f8436844a2cf600e9b81e622eebe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	0	18	0	0	0	0	0	16	23	7	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
0faf1131cabae08fc115c877d17669b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	9	39	10	9	0	0	0	0	0	0	7	27	0	0	0	0	0	4	0
33d947242573089f15daae5543b70645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	16	0	18	12	0	0	0	0	0	0	12	35	0	0	5	5	3	0	0
facbb38875f92575c776efc979292c4c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	16	0
cf21f4afcc533a602e65af36708af764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	6	0	0	0	0	0	0	0	0	0	17	5	6	0	0	0	0	0	0	6	30	0	0	0	3	9	9	0
55e6a97ea9d3fc76045c721652025682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	6	0	0	0	0	0	0	0	0	10	28	10	7	0	0	0	0	0	0	0	4	0	0	5	8	6	4	5
e395ee27bf4878088bea47dcf28c3754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	86	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26094eff4c82e376dff1a20d63ca6c6f	0	0	62	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5209294676c99246d2bdcdf34ff9de2d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	34	12	11	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
93253d37bb25592a6b484963f42993a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	20	0	0	0	4	7	0	0
450ac381cbb4a6822befbcdb2ca20bae	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39ccce296239210c1cdd5506e98a20a3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	36	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	8	0	0	0	0	0	17	0	0
5ff5979ee026dff1e2ffd03d2e87aab3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	14	0	0	0	0	0	0	0	0	5	12	0	7	0	0	0	0	0	0	0	22	0	0	8	8	0	4	4
1c5dad4f849d77e5d4e55925d8bca13d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	68	24	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3b43250540843bf423386f9203d671d1	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b2279f10fdf776de37bd354fee70d1dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	6	0	17	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
95d18abb4b96dd3643e599400a2f2dda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	9	16	2	0	0	0	0	0	0	0	6	4	3	2	0	0	0	0	0	0	11	0	0	5	4	3	0	8
18beb714f9f979cd547331c17d6528f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
82f89f653cc6a7061d8862e9cfbba97e	0	0	14	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	31	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
