Genus	P28660_2001	P28660_2002	P28660_2003	P28660_2004	P28660_2005	P28660_2006	P28660_2007	P28660_2008	P28660_2009	P28660_2010	P28660_2011	P28660_2012	P28660_2013	P28660_2014	P28660_2015	P28660_2016	P28660_2017	P28660_2018	P28660_2019	P28660_2020	P28660_2021	P28660_2022	P28660_2023	P28660_2024	P28660_2025	P28660_2026	P28660_2027	P28660_2028	P28660_2029	P28660_2030	P28660_2031	P28660_2032	P28660_2033	P28660_2034	P28660_2035	P28660_2036	P28660_2037	P28660_2038	P28660_2039	P28660_2040	P28660_2041	P28660_2042	P28660_2043	P28660_2044	P28660_2045	P28660_2046	P28660_2047	P28660_2048	P28660_2049	P28660_2050	P28660_2051	P28660_2053	P28660_2054	P28660_2055	P28660_2056	P28660_2057	P28660_2058	P28660_2059	P28660_2060	P28660_2061	P28660_2062	P28660_2063	P28660_2064	P28660_2066	P28660_2067	P28660_2068	P28660_2069	P28660_2070	P28660_2071	P28660_2072	P28660_2073	P28660_2074	P28660_2075	P28660_2076	P28660_2077	P28660_2078	P28660_2080	P28660_2081	P28660_2082	P28660_2083	P28660_2084	P28660_2085	P28660_2086	P28660_2088	P28660_2089	P28660_2090	P28660_2091	P28660_2092	P28660_2093	P28660_2094
JAFKLR01	0	0	0	0	0	0	0	0	0	0	0	2.433386056697895e-5	0	0	0	1.8950639899940622e-5	0	0	0	0	0	0	0	0	0	0	0	0	0.00016430745955866397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFLBB01	1.2646930228692632e-4	1.4259314184025004e-4	0.0012646350915840575	3.977615625171449e-4	4.5730149080286e-4	4.1851304775972426e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFLBH01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.42499337114574e-4	0.002143341712248182	0	7.80278102893654e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFLCA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.969132423167949e-4	0	0.0010815026988408257	9.44358402901069e-5	0.001006018937693076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGDMK01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.462919560758402e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.492390540856942e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGIBK01	0	0	1.0198670093419818e-5	0	1.6678054370457247e-4	0	0	0.002740529877394062	1.8116598427479256e-4	2.3371175161115037e-5	0	2.433386056697895e-5	0.008598816905423705	1.7829645838398573e-4	1.3795799179149948e-4	5.685191969982186e-5	3.812755573772054e-5	1.0462439840970915e-4	3.1588390634673945e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNDO01	2.5293860457385265e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023507270044341596	0.010379029699690342	0.004400949678614859	0.002811907016986147	0	0.0026990751986887404	0	0	0	0	0	0.012054794520547946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNIJ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.133424359439336e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNLV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.531888934430135e-6	0	0	0	0	0	0	6.308840605770608e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNNV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.169659048309871e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013931163661905876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNWK01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.021342002644589e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1706860220088972e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGNXB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3410095973618685e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.919207359268748e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGOMX01	0	0	0	0	0	0	5.7244625365729554e-5	0	0	2.9213968951393797e-5	0	2.3725514052804479e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGONC01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.443956465952071e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGOOP01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5658664293486045e-4	0	0	0	0	0	0	0	0	0	0	0	0.001595162135136422	0	0	0	0	0	0	0.0010653242800280965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006535947712418301	0	0	0	0	0	0	0	0	0
JAGOPO01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1023179583235776e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGOPY01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.535388938499471e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGORE01	0	0	0	0	0	0	0	0	1.8116598427479256e-5	0	0	0	0	0	0	0	0	0	0	0	2.679340205971027e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGOVB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020066201313735915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGPUQ01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035034132880631596	0.0020020398141502665	0.001261204229205466	0	0	0	0	0	0	0	0	0	2.2452278702176647e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGXKT01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011337626595877615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHDSC01	1.4453634547077294e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.90870990029007e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0087527352297593	0	0	0	0	0	0	0
JAHIHG01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5923645923482636e-4	0	0	0	0	0	0.0012175134628892531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHIKV01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010057571980214013	0	0	0	0	0	0	0	0	0	0	0	0.0015645513478949981	0	0	0	0	0	0.0023018679413464456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002551020408163265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHILA01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.649850203132476e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002551020408163265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHILY01	0	0	0	0	0	5.846873461349089e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5054613298062526e-4	0	0	6.176322785858467e-5	0	0	0	0	0	0	0	0	0	0	0	0	0.004390947369853136	0	0	0	0	0	0	0	0	0	0	0	0	0.0031620553359683794	0	0	0	0	0	0	0.0016333197223356473	0	0	0	0	0	0	0	0	0	0	0.008064516129032258	0	0	0	0	0	0	0	0	0	0	0	0	0.005154639175257732	0	0	0	0	0	0	0	0	0	0
JAHIME01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.535388938499471e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHINB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74209027928996e-4	0	0.001069178014477842	0	3.7182538835942713e-4	0	0	0	0	0	0	0	0	1.7123287671232875e-5	0.005036624015359731	0	3.9453903555613e-4	0	0	0	0	2.0455553826917203e-4	0	0.0015160383985015219	0	0	0	0	0	0	0.004597701149425287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006944444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHIPE01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010636644306347546	0	0	0	0	0	0	0	0	0.0021232876712328768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHIPL01	5.781453818830918e-5	0	0	0	0	2.9234367306745445e-4	0	0	0	0	0	0	1.4254151521630674e-5	0	0	0	0	0	1.6847141671826105e-5	0.00322061191626409	0	2.1969411256394014e-5	0	0.004632578609068272	0	0.007838174744078873	0	0	6.2002814927797725e-6	0	0	0	4.280821917808219e-5	0.0059177044566889785	0.003922818359093427	0.0032719530362499746	0.0018084289936480462	0.0015061005533650348	0	0	8.700813036238022e-4	0.00704273638224721	4.21446967923203e-4	0.01557632398753894	0.0015072663292130764	0	0.011976047904191617	0.015789473684210527	0.0047430830039525695	0.009195402298850575	0	0.0037105751391465678	0	0.020202020202020204	0.009732360097323601	0.0016333197223356473	0.006377551020408163	0.0064516129032258064	0.0121580547112462	0.003245248029670839	0.012032085561497326	0.013861386138613862	0.021479713603818614	0	0.016194331983805668	0.012711864406779662	0.016129032258064516	0.022222222222222223	0.009966777408637873	0.012711864406779662	0.006564551422319475	0.008522727272727272	0.00909090909090909	0.013888888888888888	0.015037593984962405	0.007042253521126761	0.015384615384615385	0.02053388090349076	0.019230769230769232	0.01288659793814433	0.013071895424836602	0.015267175572519083	0.019693654266958426	0.011574074074074073	0.004962779156327543	0.01744186046511628	0	0.010050251256281407	0.01662049861495845	0
JAHIRB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.756241733479205e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHIRT01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5993061471792237e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHISB01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017414136741787808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHISW01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.381967799257485e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHITL01	1.6260338865461957e-4	0	0	0	0	1.323239783357952e-4	0	0	0	0	1.7408713060886975e-5	3.0417325708723688e-5	0.004051742570023519	0	0	0	2.382972233607534e-5	0	1.137182062848262e-4	2.9840394215802503e-4	8.03802061791308e-4	0.001680659961114142	5.783284063122019e-4	4.6021011182191394e-4	7.439427655662649e-4	0.007196011030106146	2.0365749226469585e-4	4.268098678441445e-5	2.6041182269675046e-4	0	0	0	2.3116438356164383e-4	6.903988532803809e-4	0.004787811188758128	0.11232458318311374	0.0022574745676915793	2.0306973753236423e-4	1.1305917182062953e-4	0.0012210087315964457	0.001881334739292526	2.644699336866129e-4	0.017753453523764926	0.08722741433021806	0.0036257469572802746	0.003533023479170597	0.10778443113772455	0.08421052631578947	0.023715415019762844	0.05747126436781609	0.035523978685612786	0.01948051948051948	0.08191126279863481	0.08080808080808081	0.09732360097323602	0.011433238056349531	0.044642857142857144	0.035483870967741936	0.10638297872340426	0.01854427445526194	0.053475935828877004	0.08712871287128712	0.1026252983293556	0.0915032679738562	0.09716599190283401	0.1228813559322034	0.0846774193548387	0.08888888888888889	0.0664451827242525	0.13559322033898305	0.08533916849015317	0.08806818181818182	0.11363636363636363	0.06944444444444445	0.10776942355889724	0.11032863849765258	0.08974358974358974	0.08829568788501027	0.08974358974358974	0.09020618556701031	0.0915032679738562	0.11959287531806616	0.10722100656455143	0.08796296296296297	0.08684863523573201	0.09011627906976744	0.09042553191489362	0.09547738693467336	0.0886426592797784	0.0989247311827957
JAHIUS01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.032485704838176e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3150454348197731e-5	0	0	0	0	8.37475346819478e-6	0	0	0	0.0020311402481854365	0	0	0	0	0	0	0.006896551724137931	0	0	0	0	0	0	0	0	0	0	0.004010695187165776	0.0039603960396039604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006535947712418301	0	0	0.004629629629629629	0	0	0	0	0	0.008602150537634409
JAHIUU01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4209189577312677e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHIWS01	3.252067773092391e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.782037590046732e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHIYV01	1.1924248501338768e-4	1.1407451347220004e-5	0	0	0	5.723781388478581e-4	0	0	0	0	0	0	0.0025764378875347445	0	0	0	0	0	2.105892708978263e-5	0.004758333131709047	3.4077045338078106e-4	0.00222623367398126	8.983742233975952e-5	9.508977144929612e-4	1.966368543346956e-5	0.006261096211234087	0	0	8.246374385397097e-4	0	0	0	0.015976027397260274	0.020698815144063226	0.00474987290675529	0.010254613725877	0.005408958050978919	0.0036467940365187074	2.093688367048695e-5	5.166989090886723e-4	9.190593902516321e-4	0.0038690971780078556	0.0018087099040037461	0.024922118380062305	0.00290178438970549	0.0011490901607011164	0.02694610778443114	0.031578947368421054	0.009486166007905139	0.01839080459770115	0.015985790408525755	0.013914656771799629	0.04778156996587031	0.03535353535353535	0.038929440389294405	0.0028583095140873828	0.025510204081632654	0.007258064516129033	0.0486322188449848	0.010199350950394067	0.02406417112299465	0.0297029702970297	0.045346062052505964	0.02287581699346405	0.03643724696356275	0.0423728813559322	0.04032258064516129	0.007407407407407408	0.03986710963455149	0.059322033898305086	0.03282275711159737	0.02556818181818182	0.03636363636363636	0.04513888888888889	0.02756892230576441	0.03051643192488263	0.035897435897435895	0.03696098562628337	0.038461538461538464	0.04639175257731959	0.0196078431372549	0.04580152671755725	0.028446389496717725	0.034722222222222224	0.04714640198511166	0.020348837209302327	0.034574468085106384	0.032663316582914576	0.038781163434903045	0.05161290322580645
JAHJBY01	3.613408636769323e-5	0	0	0	0	0	0	0	0	0	0	0	3.4566317439954387e-4	0	0	0	0	0	1.2635356253869578e-5	3.1453388497737776e-4	0	0	0	1.7067394875514688e-4	0	0	0	0	0	0	0	0	0	3.945136304459319e-5	1.1381484600851334e-4	0.004285510213799343	0	0	0	0	2.7082000841270663e-4	0	0.0015979864200421448	0.01557632398753894	3.59014224084217e-4	0	0	0	0	0.009195402298850575	0.007104795737122558	0	0	0	0	0.002041649652919559	0	0.0032258064516129032	0.0060790273556231	0	0.0066844919786096255	0	0	0	0.008097165991902834	0.01694915254237288	0	0	0	0	0.0087527352297593	0	0	0.013888888888888888	0.007518796992481203	0.007042253521126761	0	0.006160164271047228	0.00641025641025641	0	0	0.005089058524173028	0.01312910284463895	0.013888888888888888	0.007444168734491315	0	0	0.01256281407035176	0.008310249307479225	0.010752688172043012
JAHJCO01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.816049575870537e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHJDF01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4646274170929342e-5	0	0	0	0	0	0	0	0	0	0	2.5684931506849317e-5	7.232749891508752e-5	1.5175312801135113e-5	0.0021835694898882365	9.919824953870773e-4	3.384495625539404e-5	0	0	5.762127838568227e-6	2.9385548187401435e-5	0.002458440646218684	0.012461059190031152	0	3.4301198826899e-4	0	0.007894736842105263	0.003952569169960474	0	0	0	0	0.007575757575757576	0	0.0016333197223356473	0	0.004032258064516129	0.00911854103343465	0.0018544274455261937	0.008021390374331552	0.013861386138613862	0.00477326968973747	0.013071895424836602	0	0.0211864406779661	0	0.011111111111111112	0.016611295681063124	0	0.01312910284463895	0	0.00909090909090909	0	0	0.014084507042253521	0.010256410256410256	0	0.00641025641025641	0.007731958762886598	0.006535947712418301	0.010178117048346057	0.0087527352297593	0	0.007444168734491315	0.005813953488372093	0.010638297872340425	0	0	0.015053763440860216
JAHJDO01	0	0	0	0	0	8.6164451009355e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6129942819352705e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022990598893719697	0.0014114974116878787	0	0	0	0	0	0	0	0	7.833037616382917e-4	0	0	0	0	0.004597701149425287	0	0.0027829313543599257	0	0	0	0	0	0	0	9.272137227630969e-4	0	0	0	0	0	0	0	0	0	0	0.006564551422319475	0	0	0	0	0	0	0	0	0	0	0	0	0.006944444444444444	0	0	0	0	0	0
JAHJEW01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016696330889436814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHJEX01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4646274170929342e-5	4.772613061799724e-5	0	0	1.983152646092245e-4	0	0	0	0	0	0	6.84931506849315e-5	0.0017753113370066935	0	0.007754732767827383	0	4.230619531924255e-5	0	0	0	0.003320566945176362	0.0010653242800280965	0.018691588785046728	2.9670597031753473e-4	0.0021781261255080864	0.008982035928143712	0	0.005533596837944664	0	0.008880994671403197	0	0	0.012626262626262626	0	0	0	0	0.02127659574468085	0.0027816411682892906	0.013368983957219251	0	0	0	0.012145748987854251	0	0	0.011111111111111112	0	0.00847457627118644	0.0087527352297593	0	0.015909090909090907	0.010416666666666666	0.022556390977443608	0	0.028205128205128206	0.01026694045174538	0.016025641025641024	0	0.008714596949891068	0	0.0175054704595186	0.009259259259259259	0	0.014534883720930232	0	0.010050251256281407	0.00554016620498615	0.017204301075268817
JAHJGY01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.310532106512735e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAHJHM01	5.781453818830918e-5	0	0	0	0	4.3082225504677496e-4	0	0	0	0	0	0	5.737295987456347e-4	0	0	0	0	0	0	0.005790649472147621	2.2631320186357215e-4	0.0057706320233461604	1.2633387516528682e-4	4.023028792085605e-4	0	0.00903750991576323	7.361114178242019e-6	0	4.89822237929602e-4	0	0	0	0.02343321917808219	0.004826216745788567	0.00670748825810172	0.008554014434686784	0.0013308077921653793	0.0018783950721743693	2.512426040458434e-5	0	0.0019994583599831747	0.00742474850868343	2.926715055022243e-5	0.03115264797507788	0.002453758374526012	3.77313187095889e-4	0.03592814371257485	0.02631578947368421	0.0031620553359683794	0.02528735632183908	0.010657193605683837	0.01020408163265306	0.030716723549488054	0.030303030303030304	0.031630170316301706	0.005308289097590854	0.026785714285714284	0.00967741935483871	0.0243161094224924	0.00602688919796013	0.016042780748663103	0.02574257425742574	0.0405727923627685	0.0392156862745098	0.05263157894736842	0.01694915254237288	0.03225806451612903	0.025925925925925925	0.023255813953488372	0.025423728813559324	0.03282275711159737	0.028409090909090908	0.04318181818181818	0.03125	0.017543859649122806	0.02112676056338028	0.023076923076923078	0.028747433264887063	0.019230769230769232	0.04639175257731959	0.015250544662309368	0.015267175572519083	0.02188183807439825	0.032407407407407406	0.02729528535980149	0.01744186046511628	0.0425531914893617	0.020100502512562814	0.0443213296398892	0.030107526881720432
JAHJIW01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9991326839740298e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
