Genus	P28660_2001	P28660_2002	P28660_2003	P28660_2004	P28660_2005	P28660_2006	P28660_2007	P28660_2008	P28660_2009	P28660_2010	P28660_2011	P28660_2012	P28660_2013	P28660_2014	P28660_2015	P28660_2016	P28660_2017	P28660_2018	P28660_2019	P28660_2020	P28660_2021	P28660_2022	P28660_2023	P28660_2024	P28660_2025	P28660_2026	P28660_2027	P28660_2028	P28660_2029	P28660_2030	P28660_2031	P28660_2032	P28660_2033	P28660_2034	P28660_2035	P28660_2036	P28660_2037	P28660_2038	P28660_2039	P28660_2040	P28660_2041	P28660_2042	P28660_2043	P28660_2044	P28660_2045	P28660_2046	P28660_2047	P28660_2048	P28660_2049	P28660_2050	P28660_2051	P28660_2053	P28660_2054	P28660_2055	P28660_2056	P28660_2057	P28660_2058	P28660_2059	P28660_2060	P28660_2061	P28660_2062	P28660_2063	P28660_2064	P28660_2066	P28660_2067	P28660_2068	P28660_2069	P28660_2070	P28660_2071	P28660_2072	P28660_2073	P28660_2074	P28660_2075	P28660_2076	P28660_2077	P28660_2078	P28660_2080	P28660_2081	P28660_2082	P28660_2083	P28660_2084	P28660_2085	P28660_2086	P28660_2088	P28660_2089	P28660_2090	P28660_2091	P28660_2092	P28660_2093	P28660_2094
Celeribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.183236172427163e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas	0	0	0	0	0	0	2.0353644574481618e-4	5.368691787150098e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3250005520835633e-4	0	0	0	0.001162009672219237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellvibrio	0	0	0	0	0	0	0	0	0	0	6.38319478899189e-5	0	0	0	0	0	0	0	0	0	0	0	1.9932678081634143e-4	1.4324420699092684e-4	7.472200464718432e-4	0.0032391493219506664	0.002026760103742636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Centipeda	0	0	0	0	0	4.30822255046775e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CF-105	1.6260338865461957e-4	2.281490269444001e-5	2.957614327091747e-4	6.035003017501509e-4	2.2596073663200142e-4	0.002898818316100443	0	0	0	0	0	0	0	1.6208768943998703e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CF-113	7.226817273538647e-5	0	0	8.22954956932024e-5	0	2.4002954209748892e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CF-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004629629629629629	0	0	0	0	0	0
CF-167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7067394875514688e-4	0	0	2.9444456712968074e-5	0	2.7901266717508976e-5	0	0	0	0	0	0	0	0	0	0	4.7056507792004085e-4	0	0.0013615303993496	0.003348162022945446	0	5.756095824160174e-4	7.54626374191778e-4	0	0	0	0	0	0	0	0	0	0	0	0.00564516129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CF-28	0	0	0	0	0	0	2.0353644574481618e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CF-96	0.0010081410096586412	0.003941274440464512	6.17019540651899e-4	2.2631261315630657e-4	0.008823228763725769	0	0.005718102022643429	0	0	0.0027577986690115745	0.0073899986943465204	0.0033276554325343717	0.08330482503029008	0.008779749844665964	0.07811871285193658	0.005533586850782661	0.010713843162299473	0.0011537746157959591	0.015503582123497972	0.08160138072310533	0.03398860109826935	0	0	0	0	0	0	0	0	0	0.001289629231595916	0.004375938501535221	0	0	0	1.3604794329521723e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG03	0	0	0	0	0	8.000984736582964e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4646274170929342e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018555373448841022	0	7.239625675747848e-4	0	0	0	0	0	0	0	0	0	0	0	0	0.0016129032258064516	0	0.003245248029670839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG1-02-33-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00237063541191916	0	0	0	0	0	0	0	0	8.634143736240261e-4	0	0	0	0	0	0	0.0018552875695732839	0	0	0	0	0	0	0	9.272137227630969e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG1-02-41-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7205272340642885e-4	8.584293863790668e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006944444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00554016620498615	0
CG1-02-43-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.042694816109729e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG2-30-40-21	9.394862455600242e-5	0	0	0	0	0	0	0	0	0	0	0	0.0016962440310740504	0	0	0	0	0	2.105892708978263e-5	0	1.3526766088397415e-4	1.0984705628197007e-5	5.61483889623497e-6	3.2915690117064043e-4	4.2276923681959554e-4	0	0	3.104071766139233e-5	0	0	0	0	4.280821917808219e-5	1.9725681522296597e-5	1.5175312801135113e-5	0.005026971504758277	7.674597083653108e-4	3.384495625539404e-5	2.093688367048695e-5	6.151177489150861e-4	5.58926400341118e-4	0.0019884220940141637	0.0033949894638258017	0.028037383177570093	0	1.200541958941465e-4	0.017964071856287425	0.007894736842105263	0.005533596837944664	0.013793103448275862	0.010657193605683837	0.0027829313543599257	0.020477815699658702	0.020202020202020204	0.014598540145985401	0.002041649652919559	0	0.004838709677419355	0.0243161094224924	0.0013908205841446453	0.009358288770053475	0.01782178217821782	0.016706443914081145	0.006535947712418301	0.020242914979757085	0	0	0	0.016611295681063124	0.01694915254237288	0.0175054704595186	0.008522727272727272	0.011363636363636364	0	0.012531328320802004	0.014084507042253521	0	0.014373716632443531	0.016025641025641024	0.01804123711340206	0.013071895424836602	0	0.019693654266958426	0.011574074074074073	0.019851116625310174	0.014534883720930232	0.010638297872340425	0.007537688442211055	0	0.012903225806451613
CG2-30-64-16	0	0	0	0	0	0	0	0	0	0	0	0	5.380942199415579e-4	0	0	0	0	0	0	0	0	0	0	7.253642822093743e-4	0	0	0	0	0	0	0	0	0.003424657534246575	0	0	0	0	0	0	0	0	0.003643807975237778	0	0	0	0	0	0	0	0.011494252873563218	0	0	0	0	0	0	0.003826530612244898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG2-30-66-27	0	0	0	0	0	0	0	8.739730816290858e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021746575342465753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CG2-30-66-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.720720782003578e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ch132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2190996339653349e-4	0	0	0	0	0	0	0	0	0.0015667808219178082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ch27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5238745424566685e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ch67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.665181063952748e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chakrabartia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chelatococcus	1.0840225910307971e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6500011041671266e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chiayiivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.176322785858467e-5	0	6.259606529654476e-4	3.777433611604276e-5	6.060650673419261e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002292072758617312	0.0011004448606883634	0	5.340707465715625e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.272137227630969e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinimonas	0	0	0	2.05738739233006e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinispirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3887586822752056e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	0.009535785392434246	0.0013004494535830806	0.0023099987761595886	4.11477478466012e-5	2.1520070155428708e-5	0.005505292959133433	0	0	1.0869959056487554e-4	0	4.468236352294323e-4	2.1292127996106583e-4	0.005359560972133134	4.862630683199611e-5	0	0.0018824302300607684	0.0022066322883205767	5.928715909883518e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydophila	7.949499000892512e-5	3.707421687846501e-4	7.649002570064863e-5	6.172162176990179e-5	1.1836038585485788e-4	0	8.904719501335708e-5	0	0	0	0	9.73354422679158e-5	6.343097427125651e-4	5.727098360212876e-4	1.6095099042341606e-4	1.2633759933293748e-5	2.1446750102467805e-4	3.196856618074446e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6808982720365762e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.223165331244609e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016290218858861786	0	0	0	0	0	0	0	0	0.005898972602739726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004866180048661801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chondromyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.703000289164203e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chromulinavorax	0	8.555588510415004e-5	0	1.714489493608383e-4	0	0	0	0	0	3.505676274167256e-5	0	2.433386056697895e-5	0	1.0805845962665801e-5	1.149649931595829e-5	2.147739188659937e-4	5.242538913936575e-5	0	0	0	0	0	0	0	0	9.065840667850263e-4	2.085649017168572e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010578797347464517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	7.949499000892512e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6156099602427287e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseoglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017621608826584958	0.0011533237728862686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseolinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.656377474389316e-4	2.6515417038746036e-4	0	0	9.275003864584944e-4	0	0	0	0	0	0	0	0	0	0	0	5.108599615598815e-4	0	0	0	0.001527745258721611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.869704764289454e-4	0	6.858150585392139e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chthoniobacter	4.336090364123188e-5	0	1.2748337616774773e-4	5.212048060569484e-4	0	0	0	0	0	0	2.031016523770147e-5	8.516851198442633e-5	0	0	0	5.874698368981592e-4	6.195727807379589e-5	7.091209225546953e-4	0	0	0	0.005027333609171496	0.006782725386651844	6.491705550865409e-4	0.0013272987667591952	0	0.002137176816416266	0	0	0	0	0	0	0	0	0	0	0	0	2.1836680086485556e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7862596299561502e-4	0	0	0	6.735225526208038e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013908205841446453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00431707186812013	0.00752911314250433	0	0	0	0	0	0.008348794063079777	0	0	0	0	0	0	0	0.005099675475197033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium	2.746190563944686e-4	0	0	0	1.614005261657153e-5	0	0	0	0	0	3.27864095980038e-4	0	0.004703870002138123	0	0	0	0	2.6156099602427287e-5	0	0.0010215630452256714	3.745873686017746e-4	0.003416243450369269	0.005530616312791445	0.004032172039340345	0.0015042719356604213	0.02039814150266309	7.925466265240573e-4	7.760179415348083e-5	0.010927996131024348	0	0	0	0.020376712328767123	0.0038136317609773415	0.005478287921209776	0.006258205391579993	0.011920118874610147	0	0	9.22676623372629e-6	0.0010285398191844284	0.004809434720004701	0.15645633341137907	0	0.0019285888070639757	0.036736583943608826	0	0	0	0	0.15452930728241562	0.0018552875695732839	0.034129692832764506	0.11363636363636363	0.0072992700729927005	0.0028583095140873828	0.007653061224489796	0.13951612903225807	0	0.0018544274455261937	0.016042780748663103	0.10693069306930693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_AD	3.252067773092391e-5	2.338527526180101e-4	1.8357606168155672e-4	0.0017350633675316837	0.0017700257702840112	8.677991137370754e-4	6.678539626001781e-4	0.012516543061902264	1.3587448820609441e-4	1.46069844756969e-4	4.091047569308439e-4	0.001161941842073245	0	0.0011184050571359104	1.264614924755412e-4	4.105971978320468e-4	0	2.1506126339773546e-4	0	0	0	0	0	0.0012190996339653348	0	0	0	0	0	0	0	2.633407292857303e-4	0	0	0	0	0	0	0	6.1511774891508604e-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_AE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001170686022008897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_AM	0	0	0	0	0	0	7.632616715430606e-5	6.866931355657102e-5	0	0	0	0	0	0	0	0	0	2.3249866313268698e-5	0	0	0	0	6.176322785858467e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_AR	0	0	0	0	0	0	2.5442055718102022e-5	4.2450121107698454e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8591269417971357e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_C	0	0	0	0	0	0	0	9.988263790046695e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2633387516528682e-4	0	0	0.00109545574736524	1.6194451192132442e-4	0	0	0	0	0	0	0	0	0	0.0018696624810176188	0	0	0	0	0	0.0011062982907984078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.023028792085605e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_S	0	0	0	0	0	0	0	0	0	0	0	0	5.131494547787043e-4	0	0	0	0	0	0	0	0	0	7.018548620293712e-5	0	7.17724518321639e-4	0.0011237864994522722	0	0	0	0	0	0	0	5.917704456688978e-5	0	8.12886461188923e-4	0	0	0	0	0	0	0.0010536174198080075	0	0	8.91831169499374e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.018548620293712e-5	2.133424359439336e-4	3.015098433131999e-4	0	1.6685192137348576e-4	0	1.2400562985559544e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.984183524282942e-5	0	0	0	0.0019199663348368687	0.004021457892300805	2.959042766670975e-4	0.0015839062066262798	0	0	1.1687237229386635e-4	3.226791589598207e-4	0.0033597476760928975	0.008604542261765394	0	2.8483773150483335e-4	0.001303445555422162	0	0	0	0	0	0	0	0	0	0	0	0.007258064516129033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comamonas_C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.268087099040037e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Competibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023116438356164384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Competibacter_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.924147620774677e-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Conexibacter	0.00443365239731596	0.0017339326047774407	0.0020397340186839637	0.0011041312338837988	0.001312724279481151	0.0028280403741999015	7.950642411906882e-4	0.001854071466027418	0.007509330048190151	2.9798248330421676e-4	0.001909155532343938	0.0017520379608224844	0.0033105266908987243	0.0028095199502931084	0.00255797109780072	5.49568557098278e-4	0.0017109740637302093	0.0010956499500127874	0.005197343205758353	0.004226045018670408	0.004625113481763578	0.001559828199203975	5.895580841046718e-5	0	0	0	0	1.0476242210719911e-4	0	0	0	4.370335507295099e-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
